Ignore,Key Address,Key Name,State,Testing Site Name,Facility Type,Testing Site Address,Testing Site Zip,Testing Site Phone Number,Testing Site Hours,Instructions,URL Source,
,"Corner of University Boulevard and 22nd Street South, Birmingham, AL 35233",University of Alabama at Birmingham,Alabama,University of Alabama at Birmingham,Drive-Thru,"Corner of University Boulevard and 22nd Street South, Birmingham, AL 35233",35233,(205) 975-1881,9 am - 1:30 pm daily,"Testing is by appointment only. If you think you may need a test, call (205) 975-1881 between 7 a.m. and 11 p.m. to schedule an appointment.",https://www.birminghamal.gov/2020/03/22/new-covid-19-testing-site-opens-downtown-on-monday-appointments-required/,
,"500 Cahaba Park Circle Suite 100 Birmingham, AL 35242",Urgent Care for Children - Highway 280,Alabama,Urgent Care for Children - Highway 280,Urgent Care,"500 Cahaba Park Circle Suite 100 Birmingham, AL 35242",35242,(205) 848-2273,2pm - 10 pm Monday - Friday; 10am - 8pm Saturday - Sunday,"Urgent Care for Children is now offering to perform curbside COVID-19 testing for patients 0 to 21, which will be sent to a third-party lab and return results typically within 24 hours. Patients must first complete a telemedicine screening before being tested for COVID-19. Please call for details.",https://www.childrensurgent.com/coronavirus-what-you-need-to-know/,
,"3635 Market Street, Hoover, AL 35226",Ross Bridge Medical Center,Alabama,Ross Bridge Medical Center,Urgent Care,"3635 Market Street, Hoover, AL 35226",35226,(205) 922-6843,8 am - 5 pm Monday - Friday,"Testing is by appointment only with referral from a physician. To speak to a physician, go online to schedule an appointment at https://www.rossbridgemedicalcenter.com or call (205) 922-6843 for more information.",https://www.rossbridgemedicalcenter.com/,
,"117 North Chalkville Road Trussville, AL 35173",Urgent Care for Children - Trussville,Alabama,Urgent Care for Children - Trussville,Urgent Care,"117 North Chalkville Road Trussville, AL 35173",35173,(205) 848-2273,2pm - 10 pm Monday - Friday; 10am - 8pm Saturday - Sunday,"Urgent Care for Children is now offering to perform curbside COVID-19 testing for patients 0 to 21, which will be sent to a third-party lab and return results typically within 24 hours. Patients must first complete a telemedicine screening before being tested for COVID-19. Please call for details.",https://www.childrensurgent.com/location/trussville/,
,"520 Montgomery Highway Vestavia, AL 35216",Urgent Care for Children - Vestavia,Alabama,Urgent Care for Children - Vestavia,Urgent Care,"520 Montgomery Highway Vestavia, AL 35216",35216,(205) 848-2273,2pm - 10 pm Monday - Friday; 10am - 8pm Saturday - Sunday,"Urgent Care for Children is now offering to perform curbside COVID-19 testing for patients 0 to 21, which will be sent to a third-party lab and return results typically within 24 hours. Patients must first complete a telemedicine screening before being tested for COVID-19. Please call for details.",https://www.childrensurgent.com/location/vestavia/,
,"8490 Highway 72 West Madison, AL 35758",Urgent Care for Children - Madison,Alabama,Urgent Care for Children - Madison,Urgent Care,"8490 Highway 72 West Madison, AL 35758",35758,(256) 724-3587,2pm - 10 pm Monday - Friday; 10am - 8pm Saturday - Sunday,"Urgent Care for Children is now offering to perform curbside COVID-19 testing for patients 0 to 21, which will be sent to a third-party lab and return results typically within 24 hours. Patients must first complete a telemedicine screening before being tested for COVID-19. Please call for details.",https://www.childrensurgent.com/location/madison/,
,"2350 Schillinger Rd S, Suite A, Mobile, AL, 36695",Greater Mobile Urgent Care,Alabama,Greater Mobile Urgent Care,Urgent Care,"2350 Schillinger Rd S, Suite A, Mobile, AL, 36695",36695,(251) 633-0123,6 am - 11 pm Monday - Friday; 8 am - 5 pm Saturday & Sunday,Testing is taking place outside of the clinic. Call to make an appointment.,https://www.fox10tv.com/news/mobile-urgent-care-begins-testing-for-covid/article_4c444152-6d37-11ea-8a67-ff15ee776de2.html,
,"7943 Moffett Rd, Semmes, AL 36575",Greater Mobile Urgent Care - Semmes,Alabama,Greater Mobile Urgent Care - Semmes,Urgent Care,"7943 Moffett Rd, Semmes, AL 36575",36575,(251) 633-0123,8 am - 7:30 pm Monday - Friday; 8 am - 3:30 pm Saturday & Sunday,Testing is taking place outside of the clinic. Call to make an appointment.,https://www.fox10tv.com/news/mobile-urgent-care-begins-testing-for-covid/article_4c444152-6d37-11ea-8a67-ff15ee776de2.html,
,"4700 Rice Mine Rd Northeast Tuscaloosa, AL 35406",Urgent Care for Children - Tuscaloosa,Alabama,Urgent Care for Children - Tuscaloosa,Urgent Care,"4700 Rice Mine Rd Northeast Tuscaloosa, AL 35406",35406,(205) 614-5628,2pm - 10 pm Monday - Friday; 10am - 8pm Saturday - Sunday,"Urgent Care for Children is now offering to perform curbside COVID-19 testing for patients 0 to 21, which will be sent to a third-party lab and return results typically within 24 hours. Patients must first complete a telemedicine screening before being tested for COVID-19. Please call for details.",https://www.childrensurgent.com/location/tucaloosa/,
,"809 University Blvd. E., Tuscaloosa, AL  35401; Parking lot just west of the Regional Medical Center campus",DCH Regional Medical Center,Alabama,DCH Regional Medical Center,Drive-Thru,"809 University Blvd. E., Tuscaloosa, AL  35401; Parking lot just west of the Regional Medical Center campus",35401,(205) 759-7111,8 am - 5 pm Monday - Friday,"You will be screened at the testing site . Specimens will only be collected for testing if the individual meets the current testing recommendations:  having flu-like symptoms such as fever, cough, fatigue, shortness of breath or body aches and close contact with a laboratory-confirmed coronavirus patient within 14 days of symptom onset.",https://www.dchsystem.com/Articles/coronavirus_update_and_health_system_preparations.aspx,
,"214 E 23rd St, Cheyenne, WY 82001",Cheyenne Regional Medical Center,Wyoming,Cheyenne Regional Medical Center,Drive-Thru,"214 E 23rd St, Cheyenne, WY 82001",82001,(307) 634-2273,Call to confirm,We would like any patient experiencing more severe respiratory symptoms necessitating evaluation and treatment in the Emergency Department (symptoms such as chest pain or shortness of breath) to call the main hospital number (307-634-2273) ahead of time to let our Emergency Department staff know they are coming to our ED,https://www.cheyenneregional.org/patients-visitors/covid-19-information/faq/,
,"3rd Ave SW & 4th St SW, Rochester, MN 55902",Mayo Clinic,Minnesota,Mayo Clinic,Drive-Thru,"3rd Ave SW & 4th St SW, Rochester, MN 55902",55902,(507) 284-2511,Call to confirm,Patients must first call their Mayo Clinic Health System primary care clinic. A provider or nurse will determine if patients meet criteria for a drive-thru test. Tests will not be offered to people who have not been pre-screened over the phone.,https://www.mayoclinichealthsystem.org/covid19,
,"2116 Jackson Blvd. Rapid City, SD 57702",Monument Health Urgent Care West,South Dakota,Monument Health Urgent Care West,Drive-Thru,"2116 Jackson Blvd. Rapid City, SD 57702",57702,(800) 279-1466,"7 am - 7 pm, 7 days/week","To qualify for the drive-thru swab, a patient must be preregistered and have proper identification. The order and preregistration can be obtained by telephone with the COVID-19 Nurse Triage Line or the patient’s Monument Health Clinic. People can call 800-279-1466. The patient will then be able to go to the Monument Health Urgent Care on Jackson Boulevard in Rapid City to be swabbed for the COVID-19 virus. The patient can then return home to await results. Among the criteria for testing: experiencing flu-like symptoms, having travel history or having been exposed to someone with confirmed COVID-19. If a patient is seriously ill and requires additional medical care to manage symptoms, they will be cared for in a Monument Health hospital. At this time, all samples are being sent to the South Dakota Department of Health state lab in Pierre for testing.",https://www.kotatv.com/content/news/Monument-Health--568818321.html,
,"800 Noble St, Fairbanks, AK 99701",Fairbanks' Foundation Health Partners - Drive- Thru,Alaska,Fairbanks' Foundation Health Partners - Drive- Thru,Drive-Thru,"800 Noble St, Fairbanks, AK 99701",99701,(907) 458-2888,Call to confirm hours,"Testing will only be done on patients that are exhibiting symptoms and have a physician's referral. You will only be tested if you are exhibiting symptoms and are one of the following: • Immunocompromised individuals, • Individuals over the age of 60, • Those who are pregnant, • Critical health workers or community workers, • Nursing home workers, • Those with diabetes or chronic kidney, heart and/or lung diseases. More information about the drive-thru testing stations can be found by calling the hospital's COVID-19 hotline at 907-458-2888.",http://www.newsminer.com/alerts/fairbanks-launches-drive-thru-testing-for-covid-19/article_68c92f58-6d74-11ea-8291-c3ac02d32cb5.html,New Testing Site
,"1650 Cowles Street, Fairbanks, AK 99701",Fairbanks Memorial Hospital,Alaska,Fairbanks Memorial Hospital,Walk-up,"1650 Cowles Street, Fairbanks, AK 99701",99701,(907) 458-2888,Call to confirm hours,"A tent has been set up outside of the emergency department for patients to walk through if they wish to be tested outside of a health care facility with other patients. Testing will only be done on patients that are exhibiting symptoms and have a physician's referral. You will only be tested if you are exhibiting symptoms and are one of the following: • Immunocompromised individuals, • Individuals over the age of 60, • Those who are pregnant, • Critical health workers or community workers, • Nursing home workers, • Those with diabetes or chronic kidney, heart and/or lung diseases. More information about the drive-thru testing stations can be found by calling the hospital's COVID-19 hotline at 907-458-2888.",http://www.newsminer.com/alerts/fairbanks-launches-drive-thru-testing-for-covid-19/article_68c92f58-6d74-11ea-8291-c3ac02d32cb5.html,New Testing Site
,"16700 Jog Road, Delray Beach, FL 33446",South County Civic Center,Florida,South County Civic Center,Drive-Thru,"16700 Jog Road, Delray Beach, FL 33446",33446,(561) 804-0250,"8am-4pm, Monday-Friday","Telephone registration and appointment scheduling will begin on Monday, April 6, 2020 at 10:00 A.M. Beginning Tuesday, April 7, the phone line will be open 7: 00 A.M. to 7:00 P.M., seven days a week. Following Tuesday’s opening, testing will be available Monday through Friday from 8 A.M. to 4:00 P.M. and Saturday from 8 A.M. to 12 P.M. Preapproval and appointments are required. Individuals requesting testing will be approved through telephone screening conducted by Cleveland Clinic Florida. Screening criteria will include presence of symptoms, exposures, and risk factors.
A brief telephone interview will be conducted to determine eligibility for COVID-19 testing. There may be a high volume of calls, but staff will get to them as quickly as possible. Callers approved for testing will be given an appointment date and time slot for arrival at the testing site. Appointments can be made at 561-804-0250. Upon arrival at the site, a rapid check-in procedure will be conducted that will include verification of appointment time.",http://discover.pbcgov.org/Lists/Newsroom/NewsDispForm.aspx?ID=2735&RootFolder=/Lists/Newsroom&Source=http://discover.pbcgov.org/Pages/default.aspx,New Testing Site
,"352 Peachtree Place, Atlanta, GA, 30332",Georgia Tech- CVS Testing site,Georgia,Georgia Tech- CVS Testing site,Drive-Thru,"352 Peachtree Place, Atlanta, GA, 30332",30332,,"9am-6pm, Monday-Friday; 10am-5pm, Saturday; 10am-4pm, Sunday","Rapid COVID-19 testing will be available to eligible individuals who meet criteria established by the Centers for Disease Control and Prevention, in addition to state residency and age guidelines. Patients will need to pre-register in advance on-line at CVS.com in order to schedule a same-day time slot to be tested.
When patients arrive at the test site, they are required stay in their vehicle. Team members on site will check their registration and direct them through the testing process. For the safety of patients and health care providers on site, testing is limited to drive-through testing only.
For more information about test site locations, hours of operations, and how to register for a test, please visit https://www.cvs.com/minuteclinic/covid-19-testing.",https://www.cvs.com/minuteclinic/covid-19-testing.,New Testing Site
,"449 Kapahulu Ave Suite 104, Honolulu, HI 96815",Queen’s Island Urgent Care-Kapahulu,Hawaii,Queen’s Island Urgent Care-Kapahulu,Clinic,"449 Kapahulu Ave Suite 104, Honolulu, HI 96815",96815,(808) 691-2619,"8am-8pm, Daily",Queen’s Island Urgent Care is not accepting any walk-in COVID-19 testing. Call the info line — (808) 691-2619 to see if you are eligible for testing and to schedule your appointment.,https://www.talktomira.com/post/where-to-get-tested-for-coronavirus-covid-19-in-honolulu-hawaii,New Testing Site
,"400 Keawe St, Suite 100, Honolulu, HI 96813",Queen’s Island Urgent Care-Kakaako,Hawaii,Queen’s Island Urgent Care-Kakaako,Clinic,"400 Keawe St, Suite 100, Honolulu, HI 96813",96813,(808) 691-2619,"8am-8pm, Daily",Queen’s Island Urgent Care is not accepting any walk-in COVID-19 testing. Call the info line — (808) 691-2619 to see if you are eligible for testing and to schedule your appointment.,https://www.talktomira.com/post/where-to-get-tested-for-coronavirus-covid-19-in-honolulu-hawaii,New Testing Site
,"280 Home Olu Pl, Kaunakakai, HI 96748",Molokai General Hospital,Hawaii,Molokai General Hospital,Hospital,"280 Home Olu Pl, Kaunakakai, HI 96748",96748,(808) 691-2619,,"Queens hospital emergency department could test for COVID-19, but only for those with high risks. Call the Queen’s Medical physician hotline — (808) 691-2619 — for information on testing.",https://www.talktomira.com/post/where-to-get-tested-for-coronavirus-covid-19-in-honolulu-hawaii,New Testing Site
,"98-199 Kamehameha Hwy, Bldg F, Aiea, HI 96701",Queen’s Island Urgent Care-Pearl Kai,Hawaii,Queen’s Island Urgent Care-Pearl Kai,Clinic,"98-199 Kamehameha Hwy, Bldg F, Aiea, HI 96701",96701,(808) 691-2619,"8am-8pm, Daily",Queen’s Island Urgent Care is not accepting any walk-in COVID-19 testing. Call the info line — (808) 691-2619 to see if you are eligible for testing and to schedule your appointment.,https://www.talktomira.com/post/where-to-get-tested-for-coronavirus-covid-19-in-honolulu-hawaii,New Testing Site
,"800 E. Park Blvd., Boise, ID 83712",St. Luke's Plaza,Idaho,St. Luke's Plaza,Drive-Thru,"800 E. Park Blvd., Boise, ID 83712",83712,(208) 381-9500,"10am-6pm, Daily","In an effort to help manage patient flow in all urgent care, emergency department and ambulatory clinic sites, there will be standing up COVID-19 tents for screening and specimen collection for testing. The tents will hold supplies, and patients will stay in their cars for screening, registration and specimen collection for testing. Please note: If patients arrive needing medical care, they will be directed appropriately (e.g. immediate attention to ED). If patients present and don’t meet the criteria for testing, they will be sent home to conserve resources. You can call the triage hotline ahead of arrival to ensure you are eligible for testing.",https://www.stlukesonline.org/blogs/st-lukes/notes-and-announcements/2020/apr/st-lukes-covid-19-coronavirus-announcement,New Testing Site
,"5601 W. Chinden Blvd, Garden City, ID 83714",Primary Health Medical Group,Idaho,Primary Health Medical Group,Urgent Care,"5601 W. Chinden Blvd, Garden City, ID 83714",83714,(208) 809-2865,"8am-8pm, Daily","Patients can be evaluated and have samples collected at respiratory clinics in Garden City, Meridian and Nampa. Patients are asked to all ahead for a same-day appointment and remain in the car upon arrival.",https://www.primaryhealth.com/coronavirus-covid-19,New Testing Site
,"3280 E. Lanark Dr. Meridian, ID 83642",Primary Health Medical Group,Idaho,Primary Health Medical Group,Urgent Care,"3280 E. Lanark Dr. Meridian, ID 83642",83642,(208) 895-8670,"8am-8pm, Daily","Patients can be evaluated and have samples collected at respiratory clinics in Garden City, Meridian and Nampa. Patients are asked to all ahead for a same-day appointment and remain in the car upon arrival.",https://www.primaryhealth.com/coronavirus-covid-19,New Testing Site
,"100 Hospital Dr, Ketchum, ID 83340",St. Luke's Wood River Hospital,Idaho,St. Luke's Wood River Hospital,Drive-Thru,"100 Hospital Dr, Ketchum, ID 83340",83340,(208) 381-9500,"10am-4pm, Daily","In an effort to help manage patient flow in all urgent care, emergency department and ambulatory clinic sites, there will be standing up COVID-19 tents for screening and specimen collection for testing. The tents will hold supplies, and patients will stay in their cars for screening, registration and specimen collection for testing. Please note: If patients arrive needing medical care, they will be directed appropriately (e.g. immediate attention to ED). If patients present and don’t meet the criteria for testing, they will be sent home to conserve resources. You can call the triage hotline ahead of arrival to ensure you are eligible for testing.",https://www.stlukesonline.org/blogs/st-lukes/notes-and-announcements/2020/mar/st-lukes-covid-19-coronavirus-announcement,New Testing Site
,"575 Pole Line Rd. W., Twin Falls, ID, 83301",St. Luke's Surgery Center at the Magic Valley,Idaho,St. Luke's Surgery Center at the Magic Valley,Drive-Thru,"575 Pole Line Rd. W., Twin Falls, ID, 83301",83301,(208) 381-9500,"10am-6pm, Daily","In an effort to help manage patient flow in all urgent care, emergency department and ambulatory clinic sites, there will be standing up COVID-19 tents for screening and specimen collection for testing. The tents will hold supplies, and patients will stay in their cars for screening, registration and specimen collection for testing. Please note: If patients arrive needing medical care, they will be directed appropriately (e.g. immediate attention to ED). If patients present and don’t meet the criteria for testing, they will be sent home to conserve resources. You can call the triage hotline ahead of arrival to ensure you are eligible for testing.",https://www.stlukesonline.org/blogs/st-lukes/notes-and-announcements/2020/apr/st-lukes-covid-19-coronavirus-announcement,New Testing Site
,"9850 W St Lukes Dr, Nampa, ID 83687",St. Luke's Nampa Medical Center,Idaho,St. Luke's Nampa Medical Center,Screening Hotline,"9850 W St Lukes Dr, Nampa, ID 83687",83687,(208) 381-9500,Open 24 hrs,"Call the St. Luke's triage hotline at 208-381-9500 for screening and triage. A member of the clinical staff will complete a risk assessment over the phone and provide guidance on next steps, which may include specimen collection for testing at a local facility, if necessary.",https://www.stlukesonline.org/blogs/st-lukes/notes-and-announcements/2020/apr/st-lukes-covid-19-coronavirus-announcement,New Testing Site
,"1000 State St, McCall, ID 83638",St. Luke's McCall Medical Center-Parking Lot,Idaho,St. Luke's McCall Medical Center-Parking Lot,Drive-Thru,"1000 State St, McCall, ID 83638",83638,(208) 634-1776,"8am-6pm, Monday-Friday; 9am-3pm Saturday-Sunday","Suspected COVID-19 patients will be screened at their cars by appointment only and, if needed, have a sample collected for testing. To make an appointment call 208-634-1776.",https://www.stlukesonline.org/blogs/st-lukes/notes-and-announcements/2020/apr/st-lukes-covid-19-coronavirus-announcement,New Testing Site
,"700 Caldwell Blvd., Nampa, ID 83651",Primary Health Medical Group,Idaho,Primary Health Medical Group,Urgent Care,"700 Caldwell Blvd., Nampa, ID 83651",83651,(208) 466-6567,"8am-8pm, Daily","Patients can be evaluated and have samples collected at respiratory clinics in Garden City, Meridian and Nampa. Patients are asked to all ahead for a same-day appointment and remain in the car upon arrival.",https://www.primaryhealth.com/coronavirus-covid-19,New Testing Site
,"132 5th Ave. W. Suites 1 and 2, Jerome, ID 83338",St. Luke's Jerome Family Medicine,Idaho,St. Luke's Jerome Family Medicine,Screening Hotline,"132 5th Ave. W. Suites 1 and 2, Jerome, ID 83338",83338,(208) 814-9800,"8am-5pm, Monday-Friday","A member of the clinical staff will complete a risk assessment over the phone and provide guidance on next steps, which may include specimen collection for testing at a local facility, if necessary.",https://www.stlukesonline.org/blogs/st-lukes/notes-and-announcements/2020/apr/st-lukes-covid-19-coronavirus-announcement,New Testing Site
,"45 W 111th St, Chicago, IL 60628",Roseland Hospital,Illinois,Roseland Hospital,Drive-thru/Walk-up,"45 W 111th St, Chicago, IL 60628",60628,,"9am-3pm, Daily","Each person will be given a number and then will be seen by a physician for COVID-19 symptoms. They will then be screened by a doctor. If the doctor believes the patient should be tested, the patient will be given one of the 200 available COVID-19 swab test, or blood tests. At this time, they will prioritize those who are at showing symptoms like fever and cough, and have traveled or been exposed to someone who has COVID-19. The hospital will be asking for health care insurance. Roseland Community Hospital is in the process of determining the cost of the tests for uninsured patients.",https://abc7chicago.com/health/roseland-community-hospital-offers-drive-thru-covid-19-testing/6069211/,New Testing Site
,"1106 Interstate Dr, Bloomington, IL 61705",McLean county fairgrounds,Illinois,McLean county fairgrounds,Drive-Thru,"1106 Interstate Dr, Bloomington, IL 61705",61705,,9AM - 5PM daily,"The drive-thru Covid-19 testing site they can test up to 250 people per day.

If you meet the criteria you can drive to the site at the McLean County Fairgrounds and be tested for free.

Drive Thru Testing Site Guidelines

* Healthcare workers with symptoms
* First Responders with symptoms
* Individuals over 65 with symptoms
* Individuals with underlying health conditions with symptoms

***You must be symptomatic but lack of a fever does not make you ineligible. Here is the link to symptom information from the CDC: https://www.cdc.gov/coronavirus/2019-ncov/symptoms-testing/symptoms.html

Please remember each vehicle can have a maximum of four occupants and anyone being screened and/or tested needs to be seated next to an operating window. People will be permitted to step outside of their vehicles to use the portable restrooms but may not wander. You may not have taken any fever reducing medications within six hours prior to testing.

If you're concerned about yourself and meet the criteria please go out.",https://www.mcleancountyema.org/,New Testing Site
,"2055 Oakdale Rd. Coralville, IA 52241",Mercy Family Medicine-Coralville,Iowa,Mercy Family Medicine-Coralville,Drive-Thru,"2055 Oakdale Rd. Coralville, IA 52241",52241,(319) 248-0037,By appointment only.,"At this time, testing is being done by appointment only - no walk-ins will be accepted. You must call ahead to determine if you are eligible for testing. Instructions for testing will be provided to you once you are screened.",https://www.press-citizen.com/story/news/2020/04/02/separate-clinics-set-up-reduce-exposure/5113419002/,New Testing Site
,"7001 Gulf Hwy, Lake Charles, LA 70607",The Burton Complex,Louisiana,The Burton Complex,Drive-Thru,"7001 Gulf Hwy, Lake Charles, LA 70607",70607,,,The tests are for persons with symptoms who are at high risk for complications. Residents who seek testing should bring a driver’s license or state-issued identification and any insurance information they may have. A doctor’s referral is not needed. Residents may begin lining up at 8:30 am. A maximum of two people per vehicle may be tested and all must sit in the front seat of the vehicle. This site is intended for people who need testing and have mild or moderate symptoms.,https://www.katc.com/news/coronavirus/covid-19-screening-and-testing-sites,New Testing Site
,"1101 Medical Center Blvd, Marrero, LA 70072",West Jeff Medical Center- Marrero,Louisiana,West Jeff Medical Center- Marrero,Drive-Thru,"1101 Medical Center Blvd, Marrero, LA 70072",70072,(504) 962-6202,12pm-8pm daily,Anyone experiencing symptoms is encouraged to call the hotline at: 504-962-6202 between 8AM and 11PM 7 days a week. If further evaluation is deemed necessary patients will be instructed to vist the drive through Screening Center. Patients are asked to bring valid ID and insurance card.,https://docs.google.com/spreadsheets/d/18vys3Y5Owxbxnd5Sw0yB2r4LcfOxH1ERWBayI2ZwlMU/edit#gid=80312056,New Testing Site
,"444 Cajundome Blvd, Lafayette, LA 70506",The Cajundome,Louisiana,The Cajundome,Drive-Thru,"444 Cajundome Blvd, Lafayette, LA 70506",70506,(337) 534-8378,"8:30 am - 10:30 am, Daily","Residents should first call 311 to speak with a healthcare professional. It will then be determined if they should contact their PCP, visit an urgent care facility or emergency room, or go to the Cajundome for further screening. Once there, residents will be screened for possible symptoms. If so, they will first be tested for the flu. If that test comes back negative, they will be tested for COVID-19. In addition to 311, LCG has set up an alternate line for phone screening at (337) 534-TEST. Residents should bring a picture ID and insurance card to be tested for the flu or COVID-19. Screening and testing services are free. The site is only for individuals in high risk groups who have symptoms. People who are 60 or older, immune compromised, on dialysis, have cancer and are immune compromised and have symptoms will be screened at the location. The screening is not intended for people who are young and healthy or are in the high risk groups but have no symptoms.",http://www.lafayettela.gov/siteassets/files/ScreeningSite-2.pdf,New Testing Site
,"1401 Jefferson Hwy, Jefferson, LA 70121",Oschner Center for Primary Care and Wellness,Louisiana,Oschner Center for Primary Care and Wellness,Drive-Thru,"1401 Jefferson Hwy, Jefferson, LA 70121",70121,,by appointment only.,Ochsner patients only - orders come through the electronic medical record system.,https://docs.google.com/spreadsheets/d/18vys3Y5Owxbxnd5Sw0yB2r4LcfOxH1ERWBayI2ZwlMU/edit#gid=80312056,New Testing Site
,"1631 Elysian Fields Ave, New Orleans, LA 70117",Crescent Care,Louisiana,Crescent Care,Drive-Thru/Walk-up,"1631 Elysian Fields Ave, New Orleans, LA 70117",70117,(504) 821-2601,"8:30am-5pm, Monday-Friday",All clients are asked to please call ahead before visit any CrescentCare site. 1631 Elysian Fields location will provide walk-in testing from 9am-4pm if patient presents with fever AND one of the following 3 symptoms: cough OR shortness of breath OR sore throat. Please bring picture ID and insurance card.,https://docs.google.com/spreadsheets/d/18vys3Y5Owxbxnd5Sw0yB2r4LcfOxH1ERWBayI2ZwlMU/edit#gid=80312056,New Testing Site
,"3 Harry S. Truman Pkwy, Annapolis, MD 21401",Anne Arundel County Department of Health,Maryland,Anne Arundel County Department of Health,Drive-Thru,"3 Harry S. Truman Pkwy, Annapolis, MD 21401",21401,(410) 222-7095,Call to confirm,"To be tested at this facility, you must have a doctor's referral.",https://aahealth.org/,New Testing Site
,"54 Hospital Dr Suite 111, Osage Beach, MO 65065",Lake Regional Health System,Missouri,Lake Regional Health System,Hospital,"54 Hospital Dr Suite 111, Osage Beach, MO 65065",65065,(573) 348-8000,Call to confirm,"If you have developed symptoms such as fever, cough, and/or difficulty breathing, and have been in close contact with a person known to have COVID-19, you may be tested at this location. Please call (573) 348-8000 to set up an appointment.",https://www.lakeregional.com/,New Testing Site
,"2741 NE McBaine Dr, Lee's Summit, MO 64064",NextCare Urgent Care,Missouri,NextCare Urgent Care,Hospital,"2741 NE McBaine Dr, Lee's Summit, MO 64064",64064,(816) 554-2600,"8 am - 8 pm, Every day","If you have developed symptoms such as fever, cough, and/or difficulty breathing, and have been in close contact with a person known to have COVID-19, you may be tested at this location. Please call (816) 554-2600 to set up your appointment.",https://nextcare.com/locations/mo/nextcare-urgent-care-clinic-lee-summit-missouri/?utm_source=GoogleMaps&utm_medium=Local&utm_campaign=lees_summit,New Testing Site
,"1860 N Church Rd, Liberty, MO 64068",Next Care Urgent Care,Missouri,Next Care Urgent Care,Hospital,"1860 N Church Rd, Liberty, MO 64068",64068,(816) 415-2828,8 am - 8 pm Monday - Friday; 9 am - 4 pm Saturday - Sunday,"If you have developed symptoms such as fever, cough, and/or difficulty breathing, and have been in close contact with a person known to have COVID-19, you may be tested at this location. Please call (816) 415-2828 to set up your appointment.",https://nextcare.com/locations/mo/nextcare-urgent-care-clinic-liberty-missouri/?utm_source=GoogleMaps&utm_medium=Local&utm_campaign=liberty,New Testing Site
,"101 Chestnut St, Jefferson City, MO 65101",Missouri Health Laboratory,Missouri,Missouri Health Laboratory,Laboratory,"101 Chestnut St, Jefferson City, MO 65101",65101,(573) 751-3334,Call to confirm,The Missouri Health Labratory will only be testing first responders and health care officials. Please call to schedule an appointment for testing.,,New Testing Site
,"509 W 18th St, Hermann, MO 65041",Hermann Area District Hospital,Missouri,Hermann Area District Hospital,Hospital,"509 W 18th St, Hermann, MO 65041",65041,(573) 569-5049,,"If you have developed symptoms such as fever, cough, and/or difficulty breathing, and have been in close contact with a person known to have COVID-19, call (573) 569-5049 to be tested at this facility.",https://www.hadh.org/,New Testing Site
,"8144 NW Prairie View Rd, Kansas City, MO 64151",First Point Urgent Care MO,Missouri,First Point Urgent Care MO,Hospital,"8144 NW Prairie View Rd, Kansas City, MO 64151",64151,(816) 505-3669,9 am - 8 pm Monday - Friday; 9 am -  5 pm Saturday; 10 am - 5 pm Sunday,"If you have developed symptoms such as fever, cough, and/or difficulty breathing, and have been in close contact with a person known to have COVID-19, please fill out the telemedicine form online through https://www.firstpointurgentcare.org/telemedicine to set up your appointment.",https://www.firstpointurgentcare.org/telemedicine,New Testing Site
,"4741 S Arrowhead Dr # B, Independence, MO 64055",Urgent Care of Kansas City,Missouri,Urgent Care of Kansas City,Hospital,"4741 S Arrowhead Dr # B, Independence, MO 64055",64055,(816) 795-6000,"8:30 am - 9 pm, Every day","If you have developed symptoms such as fever, cough, and/or difficulty breathing, and have been in close contact with a person known to have COVID-19, you may be tested at this facility.",http://gotomyurgentcare.com/,New Testing Site
,"130 E Lockling Ave, Brookfield, MO 64628",Pershing Memorial Hospital,Missouri,Pershing Memorial Hospital,Hospital,"130 E Lockling Ave, Brookfield, MO 64628",64628,(660) 258-2222,Call to confirm,"If you have developed symptoms such as fever, cough, and/or difficulty breathing, and have been in close contact with a person known to have COVID-19, you may be tested at this location.",http://www.phsmo.org/,New Testing Site
,"232 S Woods Mill Rd, Chesterfield, MO 63017",Saint Luke’s Hospital,Missouri,Saint Luke’s Hospital,Hospital,"232 S Woods Mill Rd, Chesterfield, MO 63017",63017,(816) 251-6100,Call to confirm,"Tests require a referral from your doctor. Once you're tested, your doctor will be contacted with information regarding next steps.",,New Testing Site
,"755 N. Roop St Ste. 101, Carson City, NV 89701",Serenity Mental Health,Nevada,Serenity Mental Health,Drive-Thru,"755 N. Roop St Ste. 101, Carson City, NV 89701",89701,(775) 841-6050,Call to confirm hours,Appointment required. Please visit website for instructions on how to make an appointment: www.serenitymentalhealth.org.,https://www.serenitymentalhealth.org/,New Testing Site
,"2280 E. Calvada Blvd., Ste. 301, Pahrump, NV 89048",Serenity Mental Health,Nevada,Serenity Mental Health,Drive-Thru,"2280 E. Calvada Blvd., Ste. 301, Pahrump, NV 89048",89048,(775) 751-5211,Call to confirm hours,Appointment required. Please visit website for instructions on how to make an appointment: www.serenitymentalhealth.org.,https://www.serenitymentalhealth.org/,New Testing Site
